
   WARN  Unable to respect the `PHP_CLI_SERVER_WORKERS` environment variable without the `--no-reload` flag. Only creating a single server.  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-07-13 07:10:30 /api/v1/public/oils/products ....................................................... ~ 502.29ms
  2026-07-13 07:10:31 /api/v1/public/oils/collections ...................................................... ~ 0.73ms
  2026-07-13 07:10:33 /api/v1/public/business-units/real-estate .......................................... ~ 505.81ms
  2026-07-13 07:10:33 /api/v1/public/cms/business-units/real-estate/page ................................. ~ 516.34ms
  2026-07-13 07:10:36 /api/v1/public/business-units/import-export ........................................ ~ 514.53ms
  2026-07-13 07:10:36 /api/v1/public/cms/business-units/import-export/page ................................. ~ 0.83ms
  2026-07-14 01:07:58 /api/v1/public/dates/products ........................................................... ~ 17s
  2026-07-14 01:07:58 /api/v1/public/dates/categories ......................................................... ~ 17s
  2026-07-14 01:07:58 /api/v1/public/dates/brands ............................................................. ~ 18s
  2026-07-14 01:26:55 /api/v1/public/dates/products ........................................................ ~ 1.02ms
  2026-07-14 01:26:55 /api/v1/public/dates/categories .................................................... ~ 582.34ms
  2026-07-14 01:26:55 /api/v1/public/dates/brands .............................................................. ~ 1s
  2026-07-14 01:26:56 /api/v1/public/dates/gift-products ................................................. ~ 529.31ms
  2026-07-14 01:29:15 /api/v1/public/business-units/dates ................................................ ~ 511.17ms
  2026-07-14 01:29:19 /api/v1/public/business-units/dates ................................................ ~ 504.93ms
  2026-07-14 01:29:31 /api/v1/public/cms/menus/main ........................................................ ~ 1.33ms
  2026-07-14 01:29:31 /api/v1/public/business-units ...................................................... ~ 506.04ms
  2026-07-14 01:29:32 /api/v1/public/cms/pages/home ...................................................... ~ 502.92ms
  2026-07-14 01:29:46 /api/v1/public/cms/pages/about ..................................................... ~ 516.78ms
  2026-07-14 01:29:52 /api/v1/public/business-units ...................................................... ~ 503.69ms
  2026-07-14 01:29:52 /api/v1/public/cms/pages/home ........................................................ ~ 0.76ms
  2026-07-14 01:29:57 /api/v1/public/business-units/real-estate ............................................ ~ 1.42ms
